componentTypeName,componentTypeId,specTypeId,specTypeName,units,valueType,specCategory,description,min,max,options,alternateNames,alternateUnits
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,9181b103-9061-43d5-abaa-6d0cd3f4e485,Filtration Efficiency,MERV,NUMERIC,UNKNOWN,Filtration Efficiency,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,f80c7518-8eeb-4f20-b5ed-0bf571449a22,Leakage Rate,CFM/100ft²,NUMERIC,UNKNOWN,Leakage Rate,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,671253fd-d096-4dee-ba55-b9a9cc344ccb,Noise Level,dB,NUMERIC,UNKNOWN,Noise Level,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,00db6215-55f3-48dd-973e-ae6418c8d547,Pressure Drop,inWC,NUMERIC,UNKNOWN,Pressure Drop,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,inWC,NUMERIC,UNKNOWN,Static Pressure,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,b89438df-cfe0-4194-94a2-2fdeba18cab5,Temperature Rise,°F,NUMERIC,UNKNOWN,Temperature Rise,,,,[],[]
Air Distribution,55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,2909e287-a6f2-48da-bba5-46d4db7e703a,Throw Distance,ft,NUMERIC,UNKNOWN,Throw Distance,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,535dd711-96b2-4b9a-b255-fb2e9447895c,Acoustical Rating,dB,NUMERIC,UNKNOWN,Acoustical Rating,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,89a0bf6b-e116-4d1c-9baa-ac793bddeed9,Diameter,inches,NUMERIC,PRIMARY_SIZE,The nominal diameter or dimension of the duct accessory that determines its connection size to the ductwork system,,,[],"[""Duct Size"",""Connection Size""]","[""mm""]"
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,1300ecea-16fc-4919-9e86-ce32be18cc27,Fire Rating,hours,NUMERIC,UNKNOWN,Fire Rating,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,d14d2dd3-44b1-48f1-8ad0-6b4ff29ca9e5,Flexible Length,ft,NUMERIC,UNKNOWN,Flexible Length,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,b0bf53ea-dd0b-4fe8-9a6a-482eea52209b,Free Area,ft²,NUMERIC,UNKNOWN,Free Area,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,46d18528-4fb5-47c9-81ef-bf33a83e3c71,Insulation Thickness,inches,NUMERIC,UNKNOWN,Insulation Thickness,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,76896a09-bbfe-4998-9ac2-8ceaad46a746,Pressure Rating,Pa,NUMERIC,UNKNOWN,Pressure Rating,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,1218d64e-671a-43a2-bb0e-2a6b02310175,Size,inches,NUMERIC,UNKNOWN,Size,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,887c1f69-a32e-4fc1-ae6f-806649e16962,Temperature Rating,°F,NUMERIC,UNKNOWN,Temperature Rating,,,,[],[]
Air Duct Accessories,0278444d-fcc7-4cfb-ab97-1e3313021db8,c327398c-c2e1-4970-a830-71eca51459a4,Weight,lbs,NUMERIC,UNKNOWN,Weight,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,f0e80979-df60-4faf-8f67-e3bffb75f2e2,Airflow Capacity,CFM,NUMERIC,PRIMARY_SIZE,"The volume of air the outlet or inlet is designed to supply, return, or exhaust per unit of time",,,[],"[""Air Volume"",""Flow Rate""]","[""L/s"",""m³/h""]"
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,b733d8a2-4014-4262-8d46-220a86381673,Core Velocity,fpm,NUMERIC,UNKNOWN,Core Velocity,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,1422fef8-6ab6-4378-90da-79c09014c874,Face Velocity,fpm,NUMERIC,UNKNOWN,Face Velocity,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,56509fcb-6e6c-43c1-8521-f3cc4923865e,Free Area,ft²,NUMERIC,UNKNOWN,Free Area,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,dad18d76-1ac5-4a23-a4b5-ef09d3580618,Mounting Height,ft,NUMERIC,UNKNOWN,Mounting Height,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,dcf46466-608a-433d-abf1-c745fff85b5f,Neck Velocity,fpm,NUMERIC,UNKNOWN,Neck Velocity,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,f12d9246-913d-411f-8ca0-e0d9f251a88f,Noise Criteria,NC,NUMERIC,UNKNOWN,Noise Criteria,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,ab67e377-a0b1-4759-b9f8-e5004d3ac711,Spread Angle,degrees,NUMERIC,UNKNOWN,Spread Angle,,,,[],[]
Air Outlets and Inlets,42900260-9152-49ee-a2b5-4a4802e0bda7,52428b50-c94a-455a-8ef8-9e4e6129864e,Temperature Differential,°F,NUMERIC,UNKNOWN,Temperature Differential,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,262d47e4-7a75-4ec7-876c-8d68c0cfbaba,Airflow,CFM,NUMERIC,PRIMARY_SIZE,The volume of air that passes through the heat recovery system per unit of time,,,[],"[""Flow Rate"",""Air Volume""]","[""m³/h"",""L/s""]"
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,3fcd28a3-c342-4bae-9805-b4e70147e743,Frost Threshold Temperature,°F,NUMERIC,UNKNOWN,Frost Threshold Temperature,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,f31ea7bb-5370-4092-980c-5fc694c550e7,Heat Recovery Effectiveness,%,NUMERIC,UNKNOWN,Heat Recovery Effectiveness,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,4494ccd1-9286-4a9a-9c69-8c0cbb874e77,Latent Heat Recovery Efficiency,%,NUMERIC,UNKNOWN,Latent Heat Recovery Efficiency,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,e647be3f-774d-4724-baf7-6f80d81c9b2a,Operating Humidity Range,%RH,NUMERIC,UNKNOWN,Operating Humidity Range,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,fd917632-2dab-4f61-b42f-6285af826a7e,Power Consumption,W,NUMERIC,UNKNOWN,Power Consumption,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,b4bcbf9c-b5e8-452f-88ac-e3ee52ef3e21,Sensible Heat Recovery Efficiency,%,NUMERIC,UNKNOWN,Sensible Heat Recovery Efficiency,,,,[],[]
Air-Side Heat Recovery,6404a0e4-7c4b-4119-b095-b853dfe9e8f4,b80151df-63cb-49fd-a822-4f25d54bb50c,Total Energy Recovery Efficiency,%,NUMERIC,UNKNOWN,Total Energy Recovery Efficiency,,,,[],[]
Air-Source Heat Pumps,dbe0d90e-013e-49b3-b002-e1700b06393c,8f596873-e756-4212-a793-7225c1727fd5,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,"The cooling capacity of the air-source heat pump system in tons, BTU/h, or kilowatts",,,[],"[""Capacity"",""Size""]","[""BTU/h"",""kW"",""MBH""]"
Air-Source Heat Pumps,dbe0d90e-013e-49b3-b002-e1700b06393c,5cee700d-fab9-4e57-a1f2-471bd595c847,Indoor Air Flow Rate,CFM,NUMERIC,UNKNOWN,Indoor Air Flow Rate,,,,[],[]
Air-Source Heat Pumps,dbe0d90e-013e-49b3-b002-e1700b06393c,939a2f8d-89aa-4c75-b6a2-052efcb0425d,Outdoor Air Flow Rate,CFM,NUMERIC,UNKNOWN,Outdoor Air Flow Rate,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,878d1e04-9ad1-455f-85dc-6835830b87bc,Cooling Capacity,tons,NUMERIC,PRIMARY_SIZE,The nominal cooling capacity of the air-source unitary heat pump,,,[],"[""Capacity"",""Nominal Cooling Capacity""]","[""BTU/h"",""kW"",""MBH""]"
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,4834c2b7-54c1-401c-b08f-561399f15573,COP Cooling,dimensionless,NUMERIC,UNKNOWN,COP Cooling,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,dcd838d3-1e44-4f3e-aa94-c0fc70ab511a,COP Heating,dimensionless,NUMERIC,UNKNOWN,COP Heating,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,0c4de40a-479f-4a72-8152-2bd735a6851e,Heating Seasonal Performance Factor,BTU/Wh,NUMERIC,UNKNOWN,Heating Seasonal Performance Factor,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,1f306d33-edb2-4189-ad26-dbc75d942d9e,Indoor Air Flow,CFM,NUMERIC,UNKNOWN,Indoor Air Flow,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,c783cf1a-6775-4515-9c81-36e15da939f1,Maximum Operating Temperature,°F,NUMERIC,UNKNOWN,Maximum Operating Temperature,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,2643f5a1-8a1c-471c-b636-b4094b518f41,Minimum Operating Temperature,°F,NUMERIC,UNKNOWN,Minimum Operating Temperature,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,56dc2a79-2f0b-48c3-be15-4086b84a341e,Outdoor Air Flow,CFM,NUMERIC,UNKNOWN,Outdoor Air Flow,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,edb5c23f-0a6d-4cb0-bb89-cad62c5bf873,Refrigerant Type,text,NUMERIC,UNKNOWN,Refrigerant Type,,,,[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,e1e263da-ce06-4f56-8f94-7bc41c57f82b,Roof Curb,,SELECT,UNKNOWN,Roof Curb,,,"[""Yes"",""No""]",[],[]
Air-Source Unitary Heat Pumps,8f0a3c4a-455a-4598-8294-0b49f76e5658,2fb5cbfa-a36b-49cf-a3b2-32602f894ae6,Sound Power Level,dBA,NUMERIC,UNKNOWN,Sound Power Level,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,ae7301a4-c7c6-41b3-bb5f-f19d2d1437df,Airflow,CFM,NUMERIC,PRIMARY_SIZE,The volume of air that the terminal unit is designed to handle or deliver to the conditioned space,,,[],"[""Air Flow"",""Flow Rate"",""CFM""]","[""m³/h"",""L/s""]"
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,d5c17c3b-9083-4a17-aa12-6b90bd4628ee,Cooling Capacity,BTU/h,NUMERIC,UNKNOWN,Cooling Capacity,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,5869aba7-ed8b-4fb0-a830-8f68c613d30e,Current Draw,A,NUMERIC,UNKNOWN,Current Draw,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,339dfba0-0ac9-4542-a509-87f4e1edb4a9,Damper Leakage,CFM,NUMERIC,UNKNOWN,Damper Leakage,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,819972ad-cacc-4643-8e07-735f11561534,Fan Power,HP,NUMERIC,UNKNOWN,Fan Power,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,1741044c-325e-45f4-82d9-f17c58d604a2,Heating Capacity,BTU/h,NUMERIC,UNKNOWN,Heating Capacity,,,,[],[]
Air Terminal Units,f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,07027ff6-5e12-4777-872c-9b59a72bebf1,Temperature Differential,°F,NUMERIC,UNKNOWN,Temperature Differential,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,335c5049-01d2-4153-b9de-a257913f0b65,Air Flow,CFM,NUMERIC,UNKNOWN,Air Flow,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,947de51e-7e57-4853-917f-13b4debc7f5f,Airflow Rate,cfm,NUMERIC,PRIMARY_SIZE,The maximum volume of air that can be moved through the energy recovery equipment per unit of time,,,[],"[""CFM"",""Air Flow""]","[""m³/h"",""l/s""]"
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,7ce1eff5-4773-4a7b-b852-217e9adf4f45,Cross Leakage Rate,%,NUMERIC,UNKNOWN,Cross Leakage Rate,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,00409847-1a1a-41d9-97ed-785eeafa316d,Effectiveness,%,NUMERIC,UNKNOWN,Effectiveness,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,ff0a51e3-5a5c-4a45-87a6-84f8eb306b2c,Humidity Effectiveness,%,NUMERIC,UNKNOWN,Humidity Effectiveness,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,2d5fb161-eba8-4850-8344-4a65159cdc6d,Latent Heat Recovery,BTU/h,NUMERIC,UNKNOWN,Latent Heat Recovery,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,7ae26b1b-17fe-4315-bb09-4fcaba5117a9,Pressure Drop,inWC,NUMERIC,UNKNOWN,Pressure Drop,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,a8248ad7-0e35-420b-9cbd-0a98790038f2,Purge Angle,degrees,NUMERIC,UNKNOWN,Purge Angle,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,6b0502cb-28da-4727-a36e-1a1659c6b20e,Sensible Heat Recovery,BTU/h,NUMERIC,UNKNOWN,Sensible Heat Recovery,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,5450576e-4372-4017-ab02-b8fdef47dcca,Temperature Effectiveness,%,NUMERIC,UNKNOWN,Temperature Effectiveness,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,eda8e4ff-c2e6-4e48-812d-d2ad470cf117,Total Energy Recovery,BTU/h,NUMERIC,UNKNOWN,Total Energy Recovery,,,,[],[]
Air-to-Air Energy Recovery Equipment,a0983310-d16e-4542-ab0a-009ff55c8c9c,31e4dac6-cc6f-4b4b-8a24-e82d62c2d3a6,Wheel Speed,RPM,NUMERIC,UNKNOWN,Wheel Speed,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,05540dda-da66-49b5-a11e-33b0e14d2ae1,Airflow Capacity,SCFM,NUMERIC,PRIMARY_SIZE,The volumetric flow rate of compressed air that the treatment equipment can process,,,[],"[""Flow Rate"",""Compressed Air Flow""]","[""CFM"",""m³/min"",""L/s""]"
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,b0ac164a-dc6d-414a-a324-c9455baa0fc1,Airflow Capacity,CFM,NUMERIC,UNKNOWN,Airflow Capacity,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,77d2795a-60cc-4258-baa3-d8cfae0aed86,Air Velocity,fpm,NUMERIC,UNKNOWN,Air Velocity,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,73fea772-2928-42a6-90ef-77646540d471,Dust Holding Capacity,g/m²,NUMERIC,UNKNOWN,Dust Holding Capacity,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,ffc16132-e758-4378-abb6-480460d864b8,Filter Area,ft²,NUMERIC,UNKNOWN,Filter Area,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,baf64050-6618-43b0-b585-cab5f48fe7c7,Filter Efficiency,MERV,NUMERIC,UNKNOWN,Filter Efficiency,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,7779c678-d9aa-497a-b4d1-e4ea44a012b0,Operating Humidity Range,%RH,NUMERIC,UNKNOWN,Operating Humidity Range,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,86fab763-8ff4-458b-bba5-e6b70f183672,Operating Temperature,°F,NUMERIC,UNKNOWN,Operating Temperature,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,b8097fbf-5348-452e-8323-a4192bac6b72,Particle Size Rating,μm,NUMERIC,UNKNOWN,Particle Size Rating,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,97f24d5e-8875-4ede-bdd5-c86565afaee2,Power Consumption,W,NUMERIC,UNKNOWN,Power Consumption,,,,[],[]
Air Treatment Equipment,231203a1-1344-4482-b4f4-9db37c99b445,fce4ff6d-d624-4f07-acdc-26b3596463a4,Service Life,hours,NUMERIC,UNKNOWN,Service Life,,,,[],[]
Aluminum Condensing Boilers,dda067ed-3f83-48dc-8e5b-714737a82c37,1ae3047b-57f9-4b63-aab6-18180d20f623,Connection Size,in,NUMERIC,UNKNOWN,Connection Size,,,,[],[]
Aluminum Condensing Boilers,dda067ed-3f83-48dc-8e5b-714737a82c37,71404d4a-234d-4867-8bf6-c9c6f33a595b,Fuel Input,BTU/h,NUMERIC,UNKNOWN,Fuel Input,,,,[],[]
Aluminum Condensing Boilers,dda067ed-3f83-48dc-8e5b-714737a82c37,6b12e898-0672-4367-acc1-44979e37f6f4,Heat Exchanger Surface Area,ft²,NUMERIC,UNKNOWN,Heat Exchanger Surface Area,,,,[],[]
Aluminum Condensing Boilers,dda067ed-3f83-48dc-8e5b-714737a82c37,00d3f0cb-4a1e-480c-8354-2f296984ca0d,Heating Capacity,MBH,NUMERIC,PRIMARY_SIZE,"The maximum heat output that the boiler can provide at rated conditions, usually measured in MBH (thousand BTU per hour) or kW",,,[],"[""Output Capacity"",""Heat Output""]","[""BTU/h"",""kW"",""kBTU/h""]"
Aluminum Condensing Boilers,dda067ed-3f83-48dc-8e5b-714737a82c37,36ec0f86-df4b-4941-9b36-8ef8b134eb15,Water Temperature,°F,NUMERIC,UNKNOWN,Water Temperature,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,2be673c1-2cd8-44e5-b095-3a3454ec8c16,Connection Ports,RS-232,NUMERIC,UNKNOWN,Connection Ports,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,404fce80-7913-4708-a557-5ab26b2ca3b7,Control Protocol,BACnet,NUMERIC,UNKNOWN,Control Protocol,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,d6ffd2ca-83b0-494c-a7a9-41f91fe489be,Input Points,count,NUMERIC,UNKNOWN,Input Points,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,44ef883c-3a91-44f4-9462-1a02625a4b07,Input Voltage,V AC,NUMERIC,UNKNOWN,Input Voltage,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,17961ce9-9b53-409c-999e-032f399168f3,Number of Points,points,NUMERIC,PRIMARY_SIZE,"The total number of input/output points that the controller can handle, which directly affects its processing capacity and cost",,,[],"[""I/O Points"",""Control Points""]",[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,73407631-260f-4936-80b1-566873a70cf3,Output Points,count,NUMERIC,UNKNOWN,Output Points,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,c32e8a2c-217e-43a4-8994-faa90d01bb08,Refresh Rate,Hz,NUMERIC,UNKNOWN,Refresh Rate,,,,[],[]
Application-Specific Controllers,f164f5c3-3499-45e9-9e39-a282f216800c,e37f5630-44d0-4c8c-a96c-259c6f3c4d2d,Storage Capacity,MB,NUMERIC,UNKNOWN,Storage Capacity,,,,[],[]
Area Lighting,226ee0ff-2fdd-456a-8d43-d7300f163b4f,afe09a17-4f1a-423a-ae84-1fd66b07358f,Coverage Area,ft²,NUMERIC,UNKNOWN,Coverage Area,,,,[],[]
Area Lighting,226ee0ff-2fdd-456a-8d43-d7300f163b4f,9c73de93-0c42-485d-b8b0-ea90a5bea883,Efficacy,lm/W,NUMERIC,UNKNOWN,Efficacy,,,,[],[]
Area Lighting,226ee0ff-2fdd-456a-8d43-d7300f163b4f,e6da3f46-12ff-40fa-a611-57a3b6983b97,Lamp Life,hours,NUMERIC,UNKNOWN,Lamp Life,,,,[],[]
Area Lighting,226ee0ff-2fdd-456a-8d43-d7300f163b4f,b15f7e2a-8c5e-4119-89a7-820400afd886,Mounting Height,ft,NUMERIC,UNKNOWN,Mounting Height,,,,[],[]
Area Lighting,226ee0ff-2fdd-456a-8d43-d7300f163b4f,43bc397e-37ab-480e-adc2-71ee63204415,Wattage,W,NUMERIC,PRIMARY_SIZE,"The total electrical power consumption of the area lighting fixture, which determines its brightness, energy usage, and is a primary factor in cost calculations.",,,[],"[""Power Rating"",""Lighting Power""]","[""kW"",""VA""]"
Athletic Field Lighting,290ef9aa-853f-451a-8842-955139b03306,7ddb0f37-ff54-47f5-bd1f-0a295958446a,Coverage Area,ft²,NUMERIC,UNKNOWN,Coverage Area,,,,[],[]
Athletic Field Lighting,290ef9aa-853f-451a-8842-955139b03306,27115180-89e4-41ab-8057-90a5f0f8cb55,Light Level,lux,NUMERIC,UNKNOWN,Light Level,,,,[],[]
Athletic Field Lighting,290ef9aa-853f-451a-8842-955139b03306,c478354f-837a-48f1-9adc-5296d816b1b1,Mounting Height,ft,NUMERIC,UNKNOWN,Mounting Height,,,,[],[]
Athletic Field Lighting,290ef9aa-853f-451a-8842-955139b03306,2650de07-aa52-4394-80b5-7a5078a2568e,Service Life,hours,NUMERIC,UNKNOWN,Service Life,,,,[],[]
Athletic Field Lighting,290ef9aa-853f-451a-8842-955139b03306,b599a26c-861b-4249-ade5-27ba61725180,Wattage,kW,NUMERIC,PRIMARY_SIZE,"The total electrical power consumption of the athletic field lighting system, which directly relates to the lighting intensity, coverage area, and system cost",,,[],"[""Total Power"",""System Power""]","[""W"",""hp""]"
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,7af1723e-cd56-4cf1-871d-c8f1eb5c4ba7,Air Flow Rate,CFM,NUMERIC,UNKNOWN,Air Flow Rate,,,,[],[]
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,1a249842-0a22-415e-933a-e31df34a2e70,Air Pressure,PSI,NUMERIC,UNKNOWN,Air Pressure,,,,[],[]
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,a151f2d8-9857-4861-bda9-f65f402ed825,Droplet Size,microns,NUMERIC,UNKNOWN,Droplet Size,,,,[],[]
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,74848f14-a877-45f8-b7bc-0d0d4f3f0a77,Humidification Capacity,lb/hr,NUMERIC,PRIMARY_SIZE,"The maximum amount of moisture the humidifier can add to the air per unit of time, indicating the device's humidification capability",,,[],"[""Moisture Output"",""Humidity Output""]","[""kg/hr"",""gal/day"",""L/day""]"
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,c860eec1-aa0b-46ab-a2a8-5e9da9992f76,Operating Voltage,V,NUMERIC,UNKNOWN,Operating Voltage,,,,[],[]
Atomizing Humidifiers,abdf2bee-eec0-45ae-9c15-e278b658e2a7,c2f7c340-fe6d-4e9b-83a3-0e0662cc3bbf,Water Pressure,PSI,NUMERIC,UNKNOWN,Water Pressure,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,eddee0c3-64d1-4b1c-9634-ebd698df353a,Capacity,GPH,NUMERIC,PRIMARY_SIZE,The maximum volume of condensate water the pump can move per hour,,,[],"[""Flow Rate"",""Discharge Rate""]","[""GPM"",""L/h""]"
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,14daf49d-cd5f-4c14-9442-e36b47d9431d,Inlet Size,in,NUMERIC,UNKNOWN,Inlet Size,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,93d265db-e119-4936-9e79-18d72ef0484d,Maximum Condensate Temperature,°F,NUMERIC,UNKNOWN,Maximum Condensate Temperature,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,b79891b3-6ced-40bd-9219-0c092fc01986,Maximum Discharge Height,ft,NUMERIC,UNKNOWN,Maximum Discharge Height,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,ea331428-c88a-494a-957c-ad037851c3e6,Minimum Condensate pH,pH,NUMERIC,UNKNOWN,Minimum Condensate pH,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,d85d8966-9750-40b8-8571-c7cc86815d89,Outlet Size,in,NUMERIC,UNKNOWN,Outlet Size,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,350a4427-8587-4223-8fe3-a8fc0f5630ca,Power,HP,NUMERIC,UNKNOWN,Power,,,,[],[]
Automatic Condensate Pump Units,cc5b56fc-44c3-44b0-900e-1d2194d4a15f,7d105f7f-394f-4943-89aa-5f65e1801261,Tank Capacity,gal,NUMERIC,UNKNOWN,Tank Capacity,,,,[],[]
Automatic Transfer Switches,58ed09c4-545e-48cd-b0be-c708f1743b3b,77fa1b1a-25b9-4b5d-b101-5df8415f29af,Amperage Rating,A,NUMERIC,PRIMARY_SIZE,The maximum current capacity that the automatic transfer switch is designed to handle safely,,,[],"[""Current Rating"",""Amp Rating""]","[""Amps"",""Amperes""]"
Automatic Transfer Switches,58ed09c4-545e-48cd-b0be-c708f1743b3b,87b1cd32-3bd3-40a7-9ece-b412d57003de,Ampere Rating,A,NUMERIC,UNKNOWN,Ampere Rating,,,,[],[]
Automatic Transfer Switches,58ed09c4-545e-48cd-b0be-c708f1743b3b,b4d2f623-3bdc-480a-9b1d-8bebef1242a1,Interrupting Capacity,kA,NUMERIC,UNKNOWN,Interrupting Capacity,,,,[],[]
Automatic Transfer Switches,58ed09c4-545e-48cd-b0be-c708f1743b3b,bfe9c5a8-8611-44e9-8140-6842fc469385,Power Rating,kW,NUMERIC,UNKNOWN,Power Rating,,,,[],[]
